Item,Open,Close,Volume
0,0.9329736365760682,0.8976387990930366,0.5804095697194948
1,0.9331201194183933,0.9075917207718294,0.5229846543788331
2,0.924812449646523,0.9062394711201363,0.6320087265211938
3,0.9189775497605703,0.8937004288953441,0.5475897732224718
4,0.9349790564412344,0.8914967627962882,0.599871482425078
5,0.9330957056113393,0.9077647358787801,0.4617392761439855
6,0.939080576026339,0.9076964404418257,0.573664658883702
7,0.942079986607283,0.9181638544123405,0.538906360080948
8,0.945201466223498,0.9252256025934054,0.48845927866500877
9,0.9391433543873354,0.9242011710390923,0.4785193289100027
10,0.9312472316486644,0.9112022728721418,0.4639174401149666
11,0.9336188586196434,0.901395048125518,0.4530824408301423
12,0.925572765351925,0.9048963275267035,0.4778572777646343
13,0.9221060047502293,0.8949707240226923,0.4444488673590839
14,0.920194752426558,0.9016545707859438,0.5299511395539893
15,0.9127903935156928,0.8817532804574884,0.47787820196728753
16,0.9227791282875808,0.8777966981432745,0.5434974452908353
17,0.926803918764801,0.9043727291767214,0.498997168287562
18,0.9012321997188925,0.8961089813052623,0.5518518473254692
19,0.9040676890239012,0.8823406212152944,0.5391346247876191
20,0.9184648598124322,0.8675114053379713,0.6135451919098452
21,0.9118243042936911,0.8943697241774953,0.5834853171754787
22,0.9107396337231406,0.8780380086871795,0.6396867727525946
23,0.9303648469079914,0.8815074168844532,0.6215772140618807
24,0.9135472215343728,0.902419479679831,0.6049729137138471
25,0.9230895324058412,0.8704162379230902,0.6357173283526578
26,0.9386620536196958,0.8956536783922344,0.6194910438217538
27,0.9469034573438475,0.9267235491772676,0.5156088036120774
28,0.9469243834641798,0.929004616771538,0.5189184403252518
29,0.9561074626032792,0.9271742990611653,0.5445617648658857
30,0.9593126467008228,0.9449720899314313,0.8596096226663107
31,0.9606030907879731,0.94284127229846,0.49668637908524915
32,0.9675052228108663,0.9438201735614704,0.5417241391202359
33,0.9738702510785672,0.9510276186747042,0.5849416784084481
34,0.9732529305287682,0.9590910332644307,0.5362554848692531
35,0.9601287653937772,0.9607073586056805,0.5456195093776598
36,0.9530975889621691,0.9390349399455455,0.5087801753401664
37,0.9452258800305521,0.9334939034939946,0.5479420223161401
38,0.9522012534746078,0.9340949033391914,0.5170380592032237
39,0.935069736296007,0.9308258284236501,0.5819739034861355
40,0.9273375348332711,0.9173078849358478,0.6078022979547703
41,0.9469836741384542,0.9111248713769271,0.6935050421118378
42,0.9604321941385938,0.9275886247120209,0.6476621764008332
43,0.9697338546262421,0.9414525984137248,0.5857356018299448
44,0.9616842736718016,0.9575338973018748,0.5249331806802723
45,0.9471859599683319,0.9428276132110693,0.464455944730456
46,0.9453095845118809,0.9230947849604341,0.5217582936255035
47,0.9488356357878511,0.9218973382991704,0.5520647281384838
48,0.9496936067214699,0.9286950107906791,0.5307766378910166
49,0.9511409967111114,0.9359616452826063,0.5504074516192324
50,0.9463698412753773,0.9354972363113179,0.5705924627421775
51,0.9246589914307538,0.9206680204339948,0.6013874389441486
52,0.922936074190072,0.9044182594680241,0.5201536576209742
53,0.9196157964307015,0.9012584572516094,0.6658808440160253
54,0.90741935596377,0.8846626660717376,0.9272319678760426
55,0.936447372551208,0.8671107387745067,0.8074918936880074
56,0.9385190584640924,0.9129415299999089,0.7053175765477657
57,0.9119533487024063,0.9190790132675268,1.0
58,0.9559958566281742,0.8980440186856316,0.8807134692485002
59,0.9796632987238555,0.949579755411275,0.6763221794344922
60,0.9822895268255424,0.976829634756003,0.6128442934944813
61,0.9878558748338989,0.9776628390868445,0.7016999878658909
62,0.9879709684957257,0.9770345210668656,0.5977923459793516
63,1.0,0.9911944416620377,0.540657633987095
64,0.993111818723995,1.0,0.5506561370674206
65,0.9926793455704634,0.9846927160639973,0.5758448001697173
66,0.9923933552592572,0.9839141480827194,0.6082203612972197
67,0.9887766241285144,0.9846380797144341,0.5387521404422821
68,0.979747003205184,0.9818334137701812,0.5373749068491908
69,0.9774590807155338,0.9715116967318358,0.6063562146845777
70,0.9773893269810933,0.9659251299889817,0.5733792140630825
71,0.9713172643980427,0.9679876521849986,0.6011576847280752
72,0.9761895627487157,0.9560860340384458,0.6461645181842064
73,0.9661520003627194,0.9605571086443809,0.5291585644938569
74,0.9601496915141094,0.9520520502290173,0.4910297129139707
75,0.9575618279663648,0.9432510449201854,0.5196600015521017
76,0.9595149325307004,0.9446442718340511,0.5026776046244166
77,0.9565573741904208,0.9430142874054108,0.48843465628435645
78,0.9526023374476411,0.940938106122003,0.49673369772253334
79,0.9484101380077636,0.9322145023083857,0.5491192113671848
80,0.9409255623022917,0.9272380414689891,0.5584693201203317
81,0.9360009486507884,0.9193840662192556,0.4703303170890528
82,0.9378912748541276,0.9092763415500333,0.336599552694611
83,0.936827530403909,0.9156187111285137,0.28111171476029534
84,0.9354324557150978,0.9133786207964159,0.2949871903955742
85,0.9343826620117676,0.9124133786207964,0.27343220685149966
86,0.9361718453001677,0.9137064388937961,0.354579624709841
87,0.9357533228935244,0.9142664614768206,0.4841800227703693
88,0.9375529692420908,0.9118442499795114,0.48844303694912067
89,0.9391328913271695,0.9128550224464336,0.4849933925646199
90,0.9367647520429125,0.9168116047606472,0.5401168968470024
91,0.927944392322904,0.910278007958695,0.9308180328334005
92,0.9297719401652466,0.8994417986286276,0.49635611156201975
93,0.9303718222814354,0.9043772822058516,0.49744114560566666
94,0.9283280378623271,0.904950963876267,0.5023635750895742
95,0.9250007847295125,0.9030751158745913,0.4500779723879161
96,0.9229151480697398,0.8992095941429832,0.45809769801112943
97,0.9166966026443641,0.8925985958458162,0.49141486639852877
98,0.91595023768585,0.88908821038637,0.47862651295296094
99,0.920672565507476,0.8892248012602786,0.5652013283356385
100,0.9267446280905265,0.8937186410118652,0.694805594796712
101,0.9225280148435947,0.894984383110083,0.6206608899443147
102,0.9186322687750895,0.8974248067239134,0.7758441857781513
103,0.9165012921879306,0.8876312410646803,0.6637506201809964
104,0.9088702336401335,0.8880728848903174,0.514103696357438
105,0.9077262723953083,0.8764080242585393,0.4296093767158542
106,0.9069450305695742,0.8768633271715673,0.18097591921480705
107,0.9069066660156319,0.8744320096159974,0.3966203417331076
108,0.9030213830072928,0.8753198502964021,0.47736290005156684
109,0.8996453022603698,0.8676297840953586,0.44386012000602026
110,0.9008485541794694,0.8661318375114964,0.5189482474113049
111,0.8973643551441635,0.8692233442909567,0.5086044030421775
112,0.8961436647914537,0.8596528770591074,0.519564308400748
113,0.8990384447707369,0.8661409435697569,0.5485578807780284
114,0.8986129469906496,0.8688591019605343,0.5216303396984339
115,0.8998859526441897,0.8677026325614432,0.5082228359105883
116,0.9012182489720043,0.8687589353196681,0.5550222427415245
117,0.9028609494180795,0.8732026917508218,0.5199448435115582
118,0.904046762903569,0.8714998588560969,0.5192996814247529
119,0.9024284762645479,0.8717229572834806,0.5259298699680508
120,0.9004962978205445,0.8702250106996186,0.5100596666503504
121,0.8996348392002037,0.8665871404245244,0.6005596158889932
122,0.9009427217209641,0.8663640419971408,0.5494200651799673
123,0.89842461190766,0.8644973000537257,0.5719043840566232
124,0.8990384447707369,0.8633909139750675,0.5653184759887887
125,0.8964261674159382,0.8671426099784187,0.6511841531908763
126,0.8928757023329137,0.8577314987661291,0.5717387165168644
127,0.8951217725818996,0.8562517642987879,0.6132762248801775
128,0.8958681375404135,0.861706293196864,0.5376001043195331
129,0.8991535384325638,0.8598167861077974,0.5078477200892422
130,0.8954844920009906,0.8644745349080742,0.5345562056261538
131,0.890542439915877,0.8585055137182767,0.47115699281939827
132,0.8938487669283595,0.8581230592713334,0.4456405148895349
133,0.8918607854968036,0.8572579837365799,0.44312364234504387
134,0.8913027556212791,0.8564748627261716,0.43148463426349815
135,0.8913341448017773,0.8544396587049363,0.4706420273727685
136,0.8903645678930536,0.8534197801797534,0.5111253775772767
137,0.8895763506938753,0.8553821357349043,0.45157379344354653
138,0.8893566264303875,0.8532877423349754,0.4294392247438837
139,0.8898449025714714,0.8505969021189796,0.3741333000412161
140,0.8884672663162705,0.8526912955189085,0.40811022964586513
141,0.8861723684531762,0.8539388255006055,0.429754930908679
142,0.8835984556523195,0.8474143347569136,0.42222587463203126
143,0.8825033220216028,0.845975577551745,0.4317717157055598
144,0.8793155763576692,0.8434896236466121,0.4613101018665342
145,0.87539541648211,0.8390458672154584,0.4497631856733692
146,0.8731109816791817,0.8348115501242976,0.44286933781333765
147,0.8730726171252394,0.833436535326953,0.5028162780988823
148,0.8722843999260611,0.828792445614067,0.4527794012107692
149,0.8717089316169264,0.8287104910897218,0.5054293159448546
150,0.8709660543451346,0.8312419752861577,0.4155757394853443
151,0.8744188641999421,0.8305043845670523,0.4502645129393143
152,0.8743072582248372,0.8339828988225866,0.513503965549907
153,0.8741154354551257,0.8332589671908721,0.47713789616277685
154,0.8727970898741992,0.831993225092654,0.47779620464863404
155,0.8704115121563322,0.8303359224892322,0.7551558099372108
156,0.870024378930187,0.8282369760601727,0.4763162483342898
157,0.8697907039198111,0.8294890590709998,0.47148486206847967
158,0.8691106050090157,0.8286285365653769,0.4814424478732505
159,0.8630350547392431,0.8248176511833323,0.48036980603095164
160,0.8587556631313149,0.8126701694637442,0.49796229149746624
161,0.8607820091168131,0.814341131154557,0.5211329255630459
162,0.8593067176333953,0.8145414644362894,0.5093652627842412
163,0.8615806893761575,0.8110401850351037,0.5254192316530901
164,0.8630001778720229,0.8195543495087283,0.39301497155103393
165,0.858895170600196,0.8173233652348908,0.5161220817432512
166,0.8531090983283518,0.8109218062777166,0.3857331899876932
167,0.8481844846768485,0.8057814363896301,0.37369719037539106
168,0.8535590099154934,0.804843512388792,0.3644357297966945
169,0.8526417483076,0.8043017019222889,0.3729740104500074
170,0.8537543203719269,0.8024440660371344,0.4172208216093011
171,0.8526975512951526,0.8047524518061866,0.3934884760039621
172,0.8488157559735354,0.8086088674795342,0.39479551081308756
173,0.8459384144278624,0.7976178551590372,0.40648989638909483
174,0.8466847793863764,0.7963339009442982,0.487577340992733
